Ano,Mês,Código do Produto,Código de Barras,Descrição do Produto,Quantidade,Valor Bruto,Valor Desconto,Valor Líquido,Valor Vale Troca
2023.0,04/2023,7896042081502.0,7896042081502.0,Copo 320ml Super Hero Girls,1.0,"6,50","0,00","6,50","0,00"
2023.0,04/2023,7891115083018.0,7891115083018.0,Pote Mais 250Ml Plasvale,3.0,"9,75","0,00","9,75","0,00"
2023.0,04/2023,7895155808129.0,7895155808129.0,Porta Escova C/ Tampa Premium Pt,3.0,"61,50","0,00","61,50","0,00"
2023.0,04/2023,7899014647065.0,7899014647065.0,Cj Pote 300ml Cajovil Inf Rs Bebe,1.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7896359010189.0,7896359010189.0,Espremedor Frutas Plast Sanremo,6.0,"171,00","69,60","101,40","12,00"
2023.0,04/2023,7897698203812.0,7897698203812.0,Lavador Arroz MB,1.0,"6,75","0,00","6,75","0,00"
2023.0,04/2023,7895155708115.0,7895155708115.0,Organizador Multiuso Pp Com Tampa Vm Plast,1.0,"47,00","0,00","47,00","0,00"
2023.0,04/2023,7895155290290.0,7895155290290.0,Organizador Conecta 900ml Trans Plast C/ Tampa Vm,8.0,"82,00","0,00","82,00","0,00"
2023.0,04/2023,7896952505013.0,7896952505013.0,Pote Mantimento Jaguar Quad 501,2.0,"15,50","0,00","15,50","0,00"
2023.0,04/2023,7896359000265.0,7896359000265.0,Pote Sanremo Retang P Alto,6.0,"63,00","0,00","63,00","0,00"
2023.0,04/2023,7909875059966.0,7909875059966.0,Dispenser C/ Furos Plast Capuccino,6.0,"99,00","0,00","99,00","0,00"
2023.0,04/2023,7896359029136.0,7896359029136.0,Pote Com Travas Plast Sanremo 730Ml SR1753,4.0,"87,00","0,00","87,00","0,00"
2023.0,04/2023,7895155428709.0,7895155428709.0,Lixeiras Premium Plast 4l Pt,4.0,"92,00","0,00","92,00","0,00"
2023.0,04/2023,7897698205885.0,7897698205885.0,Caixa Organizadora Paris M,1.0,"4,00","0,00","4,00","0,00"
2023.0,04/2023,7895155427887.0,7895155427887.0,Saleiro Plast 500ml Vm,3.0,"33,00","0,00","33,00","0,00"
2023.0,04/2023,7896359006373.0,7896359006373.0,Cj Pote Red 702/ 704/ 706ml 3 Pcs Plast 706/5C,3.0,"111,75","0,00","111,75","0,00"
2023.0,04/2023,7896456022658.0,7896456022658.0,Jarra 1.4l Cinquetti Medidora Nat,5.0,"35,00","0,00","35,00","0,00"
2023.0,04/2023,7895155671990.0,7895155671990.0,Porta Detergente Slim Pt Plast Pp,10.0,"182,50","0,00","182,50","0,00"
2023.0,04/2023,7896359042159.0,7896359042159.0,Pulverizador Sanremo 580ml Plast Transp,44.0,"550,00","147,60","402,40","11,52"
2023.0,04/2023,7896359043026.0,7896359043026.0,Pote Sanremo Plast SR122/4C55,9.0,"130,50","0,00","130,50","0,00"
2023.0,04/2023,7899110657197.0,7899110657197.0,Cj Porta Condimentos 115ml 3 Pcs Rs,3.0,"78,00","0,00","78,00","0,00"
2023.0,04/2023,7897698206752.0,7897698206752.0,Pote Classic Ret. C/trava 3l Mb,1.0,"23,75","0,00","23,75","0,00"
2023.0,04/2023,7896553944518.0,7896553944518.0,Cj Escorredor Louça Dispenser Coza Pt,1.0,"67,25","0,00","67,25","0,00"
2023.0,04/2023,7891115083278.0,7891115083278.0,Dental Case 300Ml Rosa Plasvale,1.0,"8,50","0,00","8,50","0,00"
2023.0,04/2023,7908439803274.0,7908439803274.0,Escorredor Louca Arqplast Br,2.0,"27,50","0,00","27,50","0,00"
2023.0,04/2023,7899755614784.0,7899755614784.0,Garrafa 600ml Squeeze P ELG6508,5.0,"126,25","0,40","125,85","0,00"
2023.0,04/2023,7898955006245.0,7898955006245.0,Petisqueira Red 5 Div Le Chef Br 33x3cm,4.0,"148,00","0,00","148,00","0,00"
2023.0,04/2023,7896359012855.0,7896359012855.0,Tampa Plástica Para Micro-Ondas - Sanremo,14.0,"171,50","0,00","171,50","0,00"
2023.0,04/2023,7895155671044.0,7895155671044.0,Porta Paes Uz Plast Vm Premium Tampa Transparente,1.0,"68,75","0,00","68,75","0,00"
2023.0,04/2023,7891575145684.0,7891575145684.0,Tigela 700ml Melamina M 16.8x16.8x6cm 4568,1.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7897291810615.0,7897291810615.0,Jarra 1.42l C/tampa Giplas,3.0,"16,50","0,00","16,50","0,00"
2023.0,04/2023,7896952507871.0,7896952507871.0,Porta Talheres S/ Tampa Jaguar,3.0,"26,25","0,00","26,25","0,00"
2023.0,04/2023,7891575147459.0,7891575147459.0,Tigela 1l 300ml Melamina M 28x14.5x5.5cm 4745,1.0,"25,00","0,00","25,00","0,00"
2023.0,04/2023,7899808870709.0,7899808870709.0,Pote Trava Mais 2 Div C/ Escorredor Mr Plasutil,2.0,"55,50","0,00","55,50","0,00"
2023.0,04/2023,7908148552272.0,7908148552272.0,Pote Plast Choco 19x13.7x7.4 95227,1.0,"6,75","0,00","6,75","0,00"
2023.0,04/2023,7896952506249.0,7896952506249.0,Acucareiro/farinheiro Jaguar 624,10.0,"55,00","0,00","55,00","0,00"
2023.0,04/2023,7898943564306.0,7898943564306.0,Organizador Diamond 25x10x13cm Cristal,4.0,"197,00","0,00","197,00","0,00"
2023.0,04/2023,7908486112114.0,7908486112114.0,Garrafa Squeeze 600ml Fosca Color Cm40,8.0,"136,00","0,00","136,00","0,00"
2023.0,04/2023,7895155288617.0,7895155288617.0,Organizador Conecta 300ml Plast Trans C/ Tampa Pt,9.0,"63,00","0,00","63,00","0,00"
2023.0,04/2023,7897698204512.0,7897698204512.0,Porta Frios MB P  2 Div C/ Tpa,4.0,"47,00","0,00","47,00","0,00"
2023.0,04/2023,7896359007981.0,7896359007981.0,Caneca Sanremo Plast,20.0,"130,00","0,00","130,00","0,00"
2023.0,04/2023,7897291806823.0,7897291806823.0,Bacia Plast Giplas 09l Ba-90,9.0,"101,25","0,00","101,25","6,98"
2023.0,04/2023,7898955006481.0,7898955006481.0,Travessa Red C/ Friso Le Chef Br 26x11cm,3.0,"93,75","0,00","93,75","0,00"
2023.0,04/2023,7895155513344.0,7895155513344.0,Organizador Pia Plus Pt,3.0,"27,75","0,00","27,75","0,00"
2023.0,04/2023,7909875091218.0,7909875091218.0,Organizador De Frios Trans C/ Tampa Cap Plast,1.0,"27,25","0,00","27,25","0,00"
2023.0,04/2023,7899110609523.0,7899110609523.0,Escorredor Copos,1.0,"27,00","0,00","27,00","0,00"
2023.0,04/2023,7891575145707.0,7891575145707.0,Tigela 810ml Melamina M 18x7.1cm 4570,6.0,"112,50","0,00","112,50","0,00"
2023.0,04/2023,7897291812374.0,7897291812374.0,Tigela 330ml Sort,117.0,"204,75","6,48","198,27","0,00"
2023.0,04/2023,7891115005195.0,7891115005195.0,Lava Arroz,1.0,"11,75","0,00","11,75","0,00"
2023.0,04/2023,7897291815344.0,7897291815344.0,"Caixa Versatil Giplas 4,5L  Cv-45",12.0,"177,00","0,00","177,00","0,00"
2023.0,04/2023,7896359029167.0,7896359029167.0,Pote 573ml Sanremo C/ Travas Plast SR1762,12.0,"129,00","20,35","108,65","0,00"
2023.0,04/2023,7896042028941.0,7896042028941.0,Escorredor Copos Plasutil Ref. 002894,6.0,"61,50","0,00","61,50","0,00"
2023.0,04/2023,7892401002829.0,7892401002829.0,Frasco Corporate Utility 250Ml Amarelo,3.0,"22,50","0,00","22,50","0,00"
2023.0,04/2023,7891575147121.0,7891575147121.0,Tigela Melamina Color 25x10.5cm 4712,1.0,"28,25","0,00","28,25","0,00"
2023.0,04/2023,7909875002351.0,7909875002351.0,Porta Sabao Em Po Plast Pt,1.0,"16,25","0,00","16,25","0,00"
2023.0,04/2023,7898426977050.0,7898426977050.0,Caneca 120ml,6.0,"60,00","0,00","60,00","0,00"
2023.0,04/2023,7896359030446.0,7896359030446.0,Cj Potes 1.8l L4 P3 Plast Sanremo SR170/12C,3.0,"120,75","0,00","120,75","0,00"
2023.0,04/2023,7896553982701.0,7896553982701.0,Mantegueira Cozy Br,3.0,"150,00","0,00","150,00","0,00"
2023.0,04/2023,7897291806809.0,7897291806809.0,Bandeja Plast Giplas Empilhavel Bj-70,19.0,"213,75","0,00","213,75","0,00"
2023.0,04/2023,7896952515654.0,7896952515654.0,Jarra Plastica 3.7 Litros,3.0,"54,75","0,00","54,75","0,00"
2023.0,04/2023,7891115057620.0,7891115057620.0,Cesto Croche M Cinza Plasvale,10.0,"120,00","0,00","120,00","0,00"
2023.0,04/2023,7895155496548.0,7895155496548.0,Porta Mantimentos 2l 500ml Uz Rs C/Tpa UZ311-ROS,1.0,"31,75","0,00","31,75","0,00"
2023.0,04/2023,7891115005317.0,7891115005317.0,Saboneteira P/ Viagem,10.0,"37,50","0,00","37,50","0,00"
2023.0,04/2023,7896042026169.0,7896042026169.0,Pote Rosca Clic Plasutil 0.300ml,6.0,"28,50","0,00","28,50","0,00"
2023.0,04/2023,7896359010141.0,7896359010141.0,Travessa Alimento Plast 44x28 Sanremo,6.0,"190,50","53,10","137,40","0,00"
2023.0,04/2023,7896021912261.0,7896021912261.0,Marmita Termica Tekcor 1s 1d Bg,1.0,"60,25","0,00","60,25","0,00"
2023.0,04/2023,7896359042371.0,7896359042371.0,Rodo Pia 14cm Plastico Sanremo,9.0,"54,00","0,00","54,00","0,00"
2023.0,04/2023,7897291829938.0,7897291829938.0,Lixeira 12l Giplas Red Pt Li-12,15.0,"285,00","0,00","285,00","0,00"
2023.0,04/2023,7891115038728.0,7891115038728.0,Cj 3 Potes Cristal 0.55l,1.0,"21,50","0,00","21,50","0,00"
2023.0,04/2023,7899206166893.0,7899206166893.0,Tigela Melamina Red 21cm 40045PR,1.0,"31,25","0,00","31,25","0,00"
2023.0,04/2023,7896359026531.0,7896359026531.0,Pote Plastico Sortido Sanremo SR10/31,6.0,"33,00","0,00","33,00","0,00"
2023.0,04/2023,7896042036663.0,7896042036663.0,Farinheiro/ Acucareiro 700ml Plasutil,2.0,"18,50","0,00","18,50","0,00"
2023.0,04/2023,7897291830590.0,7897291830590.0,Cj Forma Gelo 2 Pcs Sortidos,6.0,"37,50","0,00","37,50","0,00"
2023.0,04/2023,7896359043606.0,7896359043606.0,Pote Red 620ml Plastico Sanremo,1.0,"7,25","0,00","7,25","0,00"
2023.0,04/2023,7909875082520.0,7909875082520.0,Organizador Conecta 900ml Trans Plast C/ Tampa Cap,5.0,"51,25","0,00","51,25","0,00"
2023.0,04/2023,7891575143680.0,7891575143680.0,Travessa Melamina Bellagio P 40X28cm Ref. 9431,1.0,"45,75","0,00","45,75","0,00"
2023.0,04/2023,7897291816938.0,7897291816938.0,Porta Condimentos Giplas Pc-04,8.0,"78,00","0,00","78,00","0,00"
2023.0,04/2023,7898955006757.0,7898955006757.0,Petisqueira 4 Div Le Chef Pt 30x19.5x5cm,7.0,"187,25","26,95","160,30","0,00"
2023.0,04/2023,7895155354596.0,7895155354596.0,Cremeira Uz Plast 00l 300ml Br,36.0,"135,00","6,19","128,81","0,00"
2023.0,04/2023,7891115076973.0,7891115076973.0,Cj 4 Potes ,1.0,"76,75","0,00","76,75","0,00"
2023.0,04/2023,7896359013425.0,7896359013425.0,Pote Plástico Retângular 3.2l - Sanremo,10.0,"165,00","0,00","165,00","0,00"
2023.0,04/2023,7896359012800.0,7896359012800.0,Forma Gelo Plast Sanremo 348,2.0,"15,50","0,00","15,50","0,00"
2023.0,04/2023,7899808881958.0,7899808881958.0,Copo 700ml Refri Hulk,1.0,"19,75","0,00","19,75","0,00"
2023.0,04/2023,7899808882252.0,7899808882252.0,Copo 700ml Refri Minnie,1.0,"19,75","0,00","19,75","0,00"
2023.0,04/2023,7909875060801.0,7909875060801.0,Porta Papel Toalha Plast Capuccino ,4.0,"59,00","0,00","59,00","0,00"
2023.0,04/2023,7896359027682.0,7896359027682.0,Pote Quad 800ml Plastico Sanremo,8.0,"62,00","0,00","62,00","0,00"
2023.0,04/2023,7896359006328.0,7896359006328.0,Pote Sanremo Ret 2.4l,3.0,"84,75","0,00","84,75","0,00"
2023.0,04/2023,7896460200455.0,7896460200455.0,Funil Plast Dpg Extra 500ml 0045,1.0,"9,25","0,00","9,25","0,00"
2023.0,04/2023,7895155672034.0,7895155672034.0,Porta Detergente Slim Vd Menta Plast Pp,4.0,"73,00","0,00","73,00","0,00"
2023.0,04/2023,7891115005232.0,7891115005232.0,Bandeja 17 L. Natural Plasvale,2.0,"87,50","0,00","87,50","0,00"
2023.0,04/2023,7895155419257.0,7895155419257.0,Acucareiro Uz Plast Br,1.0,"16,50","0,00","16,50","0,00"
2023.0,04/2023,7892401002751.0,7892401002751.0,Acucareiro Utility Oval Tampa Br,1.0,"13,75","0,00","13,75","0,00"
2023.0,04/2023,7896359013845.0,7896359013845.0,Cesta Empilhavel 1.6l Vd,3.0,"23,25","0,00","23,25","0,00"
2023.0,04/2023,7896460205443.0,7896460205443.0,Coador Plastico Dpg N07 0544,1.0,"5,75","0,00","5,75","0,00"
2023.0,04/2023,7896359006540.0,7896359006540.0,Gole Gut Citrus Sanremo Cilin 757,2.0,"21,50","0,00","21,50","0,00"
2023.0,04/2023,7896359035403.0,7896359035403.0,Organizador Plastico Sanremo 11l,1.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7896021909209.0,7896021909209.0,Cesto Organizador Soprano Medio Vermelho,3.0,"55,50","0,00","55,50","30,00"
2023.0,04/2023,7896952532118.0,7896952532118.0,Prato Sobremesa Jaguar,1.0,"3,00","0,00","3,00","0,00"
2023.0,04/2023,7897291817034.0,7897291817034.0,Organizador 4l Giplas Quad Sort Pq-40,5.0,"46,25","0,00","46,25","0,00"
2023.0,04/2023,7897291831047.0,7897291831047.0,Bowl 1.28ml Giplas C/ Tampa Sort Bwt-13,2.0,"21,50","0,00","21,50","0,00"
2023.0,04/2023,7898955006689.0,7898955006689.0,Petisqueira Ret 3 Div Le Chef Pt 24x8x4.5cm,2.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7895155773243.0,7895155773243.0,Organizador Gaveta Uz 085x085mm Transparente,6.0,"37,50","0,00","37,50","0,00"
2023.0,04/2023,7898121651163.0,7898121651163.0,Cesta Rattan 15.0l Rs,3.0,"153,00","0,00","153,00","0,00"
2023.0,04/2023,7896553981995.0,7896553981995.0,Porta Guardanapo Red Pt,2.0,"36,50","0,00","36,50","0,00"
2023.0,04/2023,7896359041183.0,7896359041183.0,Pote 00l 480ml Sanremo Ultraprotect,2.0,"18,00","0,00","18,00","0,00"
2023.0,04/2023,7891112325708.0,7891112325708.0,Pote 600ml Tramontina Mixcolor,16.0,"200,00","0,00","200,00","0,00"
2023.0,04/2023,7899014634522.0,7899014634522.0,Caneca 280ml Cajovil Inf Rs Bebe,1.0,"6,75","0,00","6,75","0,00"
2023.0,04/2023,7896359017676.0,7896359017676.0,Organizador 6l Sanremo Plast,1.0,"22,25","0,00","22,25","0,00"
2023.0,04/2023,7896359015085.0,7896359015085.0,Pote 3.2l Red Plastico Sanremo 706/57,-1.0,"0,00","0,00","0,00","0,00"
2023.0,04/2023,7896359015085.0,7896359015085.0,Pote 3.2l Red Plastico Sanremo 706/57,3.0,"79,50","0,00","79,50","0,00"
2023.0,04/2023,7896952540571.0,7896952540571.0,Cj 2 Potes Jaguar 370ml Red Art Decor 3,2.0,"14,00","0,00","14,00","0,00"
2023.0,04/2023,7896359025312.0,7896359025312.0,Conjunto de Sobremesa Plástico Com 3 Peças Cor Vermelho 240ml - Sanremo,2.0,"17,00","0,00","17,00","0,00"
2023.0,04/2023,7896456022023.0,7896456022023.0,Tabua Corte Cinquetti Utile Vm,1.0,"18,25","0,00","18,25","0,00"
2023.0,04/2023,7899014634560.0,7899014634560.0,Pratinho 600ml Urso Cajovil Az Bebe,1.0,"9,75","0,00","9,75","0,00"
2023.0,04/2023,7895155485580.0,7895155485580.0,Acucareiros Solido Rs,1.0,"16,50","0,00","16,50","0,00"
2023.0,04/2023,7898121659114.0,7898121659114.0,Pote 1.1l Ret Volare C/div,1.0,"12,50","0,00","12,50","0,00"
2023.0,04/2023,7899808882306.0,7899808882306.0,Garrafa 530ml Abre Facil Mickey,1.0,"17,00","0,00","17,00","0,00"
2023.0,04/2023,7897698208114.0,7897698208114.0,Secador Talher Mb,1.0,"6,75","0,00","6,75","0,00"
2023.0,04/2023,7898955006214.0,7898955006214.0,Petisqueira 4 Div Le Chef Br 30x19.5x5cm,3.0,"80,25","11,55","68,70","0,00"
2023.0,04/2023,7896359036257.0,7896359036257.0,Pote Sanremo Plast SR10/37,9.0,"40,50","0,00","40,50","0,00"
2023.0,04/2023,7896456025352.0,7896456025352.0,Porta Talheres Cinquetti Cz C/Tampa,1.0,"34,50","0,00","34,50","0,00"
2023.0,04/2023,7897291800081.0,7897291800081.0,Jarra 2l Giplas Red Sort Jt-10,8.0,"54,00","0,00","54,00","0,00"
2023.0,04/2023,7898955006368.0,7898955006368.0,Travessa C/Alca Le Chef Br 31.5x18.5x8.5cm,1.0,"26,75","0,00","26,75","0,00"
2023.0,04/2023,7896359038145.0,7896359038145.0,Pote Plast Sanremo C/ Travas 770ml,1.0,"16,75","0,00","16,75","0,00"
2023.0,04/2023,7896359025138.0,7896359025138.0,Borrifador Sanremo 350ml Plast,8.0,"86,00","0,00","86,00","0,00"
2023.0,04/2023,7899014642954.0,7899014642954.0,Colher Silicone Cajovil Rs Bebe,1.0,"25,00","0,00","25,00","0,00"
2023.0,04/2023,7897291800012.0,7897291800012.0,Bacia Plast Giplas 2.6l,2.0,"9,00","0,00","9,00","0,00"
2023.0,04/2023,7908342102600.0,7908342102600.0,Garrafa Plast Festa 300ml Az,3.0,"22,50","0,00","22,50","0,00"
2023.0,04/2023,7895155419431.0,7895155419431.0,Escorredor Massa Uz Plast Vm,1.0,"26,75","0,00","26,75","0,00"
2023.0,04/2023,7896359000449.0,7896359000449.0,Pote Redondo Baixo 640ml Sanremo,2.0,"13,00","0,00","13,00","0,00"
2023.0,04/2023,7896359038244.0,7896359038244.0,Pote Plast Sanremo C/ Travas 1.6l,3.0,"72,75","0,00","72,75","0,00"
2023.0,04/2023,7896359006168.0,7896359006168.0,Pote 1.1l Red Plastico Sanremo  704/5,5.0,"61,25","0,00","61,25","0,00"
2023.0,04/2023,7899014644125.0,7899014644125.0,Porta Suco C/ Alca e Pe Az Bebe Translucido,3.0,"24,75","0,00","24,75","0,00"
2023.0,04/2023,7896359009497.0,7896359009497.0,Organizador Plastico 8.6l Rs,4.0,"172,00","0,00","172,00","0,00"
2023.0,04/2023,7898955006221.0,7898955006221.0,Petisqueira 4 Div Le Chef Br 36x23.5x6cm,2.0,"74,00","0,00","74,00","0,00"
2023.0,04/2023,7897386760399.0,7897386760399.0,Organizador Talheres C/ Extensor Logic Az Ou,1.0,"84,50","0,00","84,50","0,00"
2023.0,04/2023,7899014661191.0,7899014661191.0,Banheira 28l Cajovil Inf Alegria Lfof Az Cl,1.0,"89,75","0,00","89,75","0,00"
2023.0,04/2023,7896042028880.0,7896042028880.0,Porta Bisnagas Plasutil Sal E Palito,1.0,"22,75","0,00","22,75","0,00"
2023.0,04/2023,7899808899588.0,7899808899588.0,Copo 320ml Turma Da Monica,1.0,"8,25","0,00","8,25","0,00"
2023.0,04/2023,7895155473273.0,7895155473273.0,Organizador Multiuso Pp Plast Transparente Translucido S/ Tampa,1.0,"32,75","0,00","32,75","0,00"
2023.0,04/2023,7896359007967.0,7896359007967.0,Jarra Agua Sanremo Oval Plast,1.0,"19,00","0,00","19,00","0,00"
2023.0,04/2023,7899014634959.0,7899014634959.0,Banheira 20l Cajovil Rs Bebe,4.0,"117,00","0,00","117,00","0,00"
2023.0,04/2023,7896456020104.0,7896456020104.0,Porta Talher Cinquetti Compacto Lar,1.0,"12,25","0,00","12,25","0,00"
2023.0,04/2023,7896359014897.0,7896359014897.0,Jarra Agua Sanremo Plast 792/2,1.0,"30,25","0,00","30,25","0,00"
2023.0,04/2023,7895155808600.0,7895155808600.0,Saboneteira Premium Vm Translucido,1.0,"14,75","0,00","14,75","0,00"
2023.0,04/2023,7898121654454.0,7898121654454.0,Pote 2.5l Ret Rischiotto 0340,1.0,"9,75","0,00","9,75","0,00"
2023.0,04/2023,7896359013524.0,7896359013524.0,Cesta Empilhável de Plástico 746ml Cor Transparente - Sanremo,3.0,"20,25","0,00","20,25","0,00"
2023.0,04/2023,7896553986068.0,7896553986068.0,Cesta One Coza Grande Verde Esmeralda,1.0,"20,50","0,00","20,50","0,00"
2023.0,04/2023,7899110643169.0,7899110643169.0,Borrifador 250ml,10.0,"130,00","0,00","130,00","0,00"
2023.0,04/2023,7899808880746.0,7899808880746.0,Saleiro C/ Alca Decor Plasutil,1.0,"11,50","0,00","11,50","0,00"
2023.0,04/2023,7896042086880.0,7896042086880.0,Pote Pipoca Plasutil Decor Cinema 008688,2.0,"31,50","0,00","31,50","0,00"
2023.0,04/2023,7896952541721.0,7896952541721.0,Cj Organizador Ret 3 Pcs Jaguar Versatil,3.0,"44,25","0,00","44,25","0,00"
2023.0,04/2023,7897698211183.0,7897698211183.0,Porta Sabao MB,1.0,"7,50","0,00","7,50","0,00"
2023.0,04/2023,7909875060009.0,7909875060009.0,Lixeiras De Pia Plast 4l Capuccino,4.0,"85,00","0,00","85,00","0,00"
2023.0,04/2023,7895155354350.0,7895155354350.0,Cumbucas Plast 500ml Pt,1.0,"4,75","0,00","4,75","0,00"
2023.0,04/2023,7895155697341.0,7895155697341.0,Pote Multiuso Multi 3l Plast Transparente,7.0,"101,50","0,00","101,50","0,00"
2023.0,04/2023,7896553965971.0,7896553965971.0,Jarra Medidora 1l Mix Nt,2.0,"114,00","0,00","114,00","0,00"
2023.0,04/2023,7896359014767.0,7896359014767.0,Cobre Prato Sanremo,1.0,"21,75","0,00","21,75","0,00"
2023.0,04/2023,7896952577386.0,7896952577386.0,Banheira Plast Barquinhos Az,1.0,"58,75","0,00","58,75","0,00"
2023.0,04/2023,7897291831450.0,7897291831450.0,Organizador 230ml Giplas Quad Home Sort Pqh-02,7.0,"10,50","0,00","10,50","0,00"
2023.0,04/2023,7896359015115.0,7896359015115.0,Pote 920ml Quad Plastico Sanremo 709/57,6.0,"69,00","0,00","69,00","0,00"
2023.0,04/2023,7896359041237.0,7896359041237.0,Pote 00l 650ml Sanremo Ultraprotect,4.0,"48,00","1,18","46,82","0,00"
2023.0,04/2023,7895155228804.0,7895155228804.0,Porta Algodao Uz Pt Dourado Premium,1.0,"22,75","0,00","22,75","0,00"
2023.0,04/2023,7896359010448.0,7896359010448.0,Bacia 15.7l Sanremo Plast 604,1.0,"43,00","0,00","43,00","0,00"
2023.0,04/2023,7899658322946.0,7899658322946.0,Forma De Gelo Bola 23Cm Zein,3.0,"49,50","0,00","49,50","0,00"
2023.0,04/2023,7896456023792.0,7896456023792.0,Porta Talher Cinquetti Compacto Menta,1.0,"12,25","0,00","12,25","0,00"
2023.0,04/2023,7897291813845.0,7897291813845.0,"Organizador Redondo 2,5l Sort",1.0,"8,25","0,00","8,25","0,00"
2023.0,04/2023,7891115083223.0,7891115083223.0,Prato Fundo Decorado Azul Plasvale,7.0,"61,25","0,00","61,25","0,00"
2023.0,04/2023,7908161725486.0,7908161725486.0,Organizador Sapatos 4 OGC02009,1.0,"32,00","0,00","32,00","0,00"
2023.0,04/2023,7891115046617.0,7891115046617.0,Espremedor Frutas 0.5l Rs,1.0,"12,75","0,00","12,75","0,00"
2023.0,04/2023,7891115035208.0,7891115035208.0,Kit 03 Potes 311 Wave Plasvale,3.0,"89,25","0,00","89,25","0,00"
2023.0,04/2023,7895155288570.0,7895155288570.0,Organizador Conecta 300ml Trans Plast C/ Tampa Rs,6.0,"42,00","0,00","42,00","0,00"
2023.0,04/2023,7896359015030.0,7896359015030.0,Acucareiro/farinheiro 480ml Sanremo,2.0,"28,00","0,00","28,00","0,00"
2023.0,04/2023,7896359043644.0,7896359043644.0,Pote 3.2l Retang Plast Sanremo,20.0,"295,00","0,00","295,00","0,00"
2023.0,04/2023,7891115083285.0,7891115083285.0,Dental Case 300Ml Azul Plasvale,2.0,"17,00","0,00","17,00","0,00"
2023.0,04/2023,7896553965964.0,7896553965964.0,Copo Medidor Mix 500ml Natural,2.0,"58,50","0,00","58,50","0,00"
2023.0,04/2023,7896359042968.0,7896359042968.0,Cj Pote 785ml Sanremo 3 Pcs,35.0,"533,75","0,00","533,75","0,00"
2023.0,04/2023,7897291809053.0,7897291809053.0,Cj Pote 1l Giplas Red Alto Sort 2 Pcs Cm-21,2.0,"16,50","0,00","16,50","0,00"
2023.0,04/2023,7898121658964.0,7898121658964.0,Pote 0.82l Ret Volare,1.0,"9,75","0,00","9,75","0,00"
2023.0,04/2023,7899014616634.0,7899014616634.0,Troninho Urso Cajovil 6 Pcs Rs Bebe,1.0,"74,00","0,00","74,00","0,00"
2023.0,04/2023,7891115018058.0,7891115018058.0,Porta Talheres S/ Tampa Pt,2.0,"48,00","0,00","48,00","0,00"
2023.0,04/2023,7896359006304.0,7896359006304.0,Pote Retangular Sanremo 1.26l  719/5,13.0,"191,75","0,00","191,75","0,00"
2023.0,04/2023,7909875025787.0,7909875025787.0,Bacia 14l Plast Rs ,1.0,"30,25","0,00","30,25","0,00"
2023.0,04/2023,7895155507404.0,7895155507404.0,Tampas Plast Micro Ondas Transparente,6.0,"133,50","0,00","133,50","0,00"
2023.0,04/2023,7896952540854.0,7896952540854.0,Pote Mantimento Jaguar 3200ml Red Art Decor 5,2.0,"21,50","0,00","21,50","0,00"
2023.0,04/2023,7896359043620.0,7896359043620.0,Pote 3.7l Plast Sanremo,9.0,"141,75","0,00","141,75","0,00"
2023.0,04/2023,7896359043170.0,7896359043170.0,Organizador Pia Sanremo Plast,4.0,"30,00","0,00","30,00","0,00"
2023.0,04/2023,7908439800099.0,7908439800099.0,Balde 15l Arqplast,1.0,"14,75","0,00","14,75","0,00"
2023.0,04/2023,7895155524791.0,7895155524791.0,Descanso Talher Uz Pt,1.0,"8,75","0,00","8,75","0,00"
2023.0,04/2023,7896359042944.0,7896359042944.0,Forma Picole Sanremo Plast SR328/555,10.0,"120,00","0,00","120,00","0,00"
2023.0,04/2023,7895155637552.0,7895155637552.0,Porta Mantimento Uz Vidro 1l 300ml UZ7007-TR,4.0,"323,00","0,00","323,00","0,00"
2023.0,04/2023,7896359032426.0,7896359032426.0,Bacia Plastico Sortida Sanremo,1.0,"13,00","0,00","13,00","0,00"
2023.0,04/2023,7896359029983.0,7896359029983.0,Tabua Corte Sanremo G Plast,4.0,"146,00","0,00","146,00","0,00"
2023.0,04/2023,7895155479428.0,7895155479428.0,Cumbucas Solido 500ml Rs,2.0,"9,50","0,00","9,50","0,00"
2023.0,04/2023,7908342102549.0,7908342102549.0,Squeeze Eko 750ml C/ Alca Transp ,2.0,"31,50","0,00","31,50","0,00"
2023.0,04/2023,7896359013074.0,7896359013074.0,Pote Retangular 280 Ml,2.0,"11,50","0,00","11,50","0,00"
2023.0,04/2023,7908148575844.0,7908148575844.0,Aparador Louca Microfibra FWB,2.0,"79,50","0,00","79,50","0,00"
2023.0,04/2023,7891575147497.0,7891575147497.0,Tigela 2l 200ml Melamina M 30x20x6cm 4749,1.0,"33,00","0,00","33,00","0,00"
2023.0,04/2023,7899014661153.0,7899014661153.0,Redutor Sanitario Cajovil Inf Fofura Lfof Az Cl,3.0,"80,25","0,00","80,25","0,00"
2023.0,04/2023,7895155615703.0,7895155615703.0,Saboneteira Premium Br Plast,5.0,"73,75","0,00","73,75","0,00"
2023.0,04/2023,7895155840402.0,7895155840402.0,Porta Condimentos 300ml Br,3.0,"60,00","0,00","60,00","0,00"
